text,label
"Fennel tea prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Quinoa porridge served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scatte",Vata
"Black tea with ginger made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Basmati rice with mint prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afterno",Pitta
"Mustard greens curry made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Mung soup with pepper made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Mint coriander chutney prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afterno",Pitta
"Soft tofu scramble served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, sca",Vata
"Mashed yams with ghee served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy,",Vata
"Khichdi with ghee served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scat",Vata
"Rasam with cumin made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Coconut rice prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Pear and cucumber salad prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot aftern",Pitta
"Cilantro lime rice prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Creamy polenta served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scatter",Vata
"Carrot ginger soup served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, sca",Vata
"Sweet lassi prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Rose petal jam prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Roasted squash seeds made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Warm pear compote served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scat",Vata
"Pomegranate juice prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Hot lemon water made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Mung bean sprout salad (mild) prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot",Pitta
"Kitchari with mung dal served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy,",Vata
"Bitter gourd stir-fry made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Turnip soup made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Cabbage stir-fry made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Kale and carrot saute made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Coconut rice porridge served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy,",Vata
"Steamed asparagus prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Tomato pepper soup made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Spiced vegetable soup made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Spiced buttermilk (takra) made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornin",Kapha
"Cucumber soup prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Saffron rice prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Apple mint chutney prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Golden milk served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scattered",Vata
"Carom seed tea made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Oatmeal with raisins served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, s",Vata
"Zucchini soup prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Soft chapati with ghee served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy,",Vata
"Sprouted moong salad made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
