text,label,confidence,herb,symptom,topic
how to treat sleep disorders,disease_prediction,1.0,,sleep disorders,
explain alternative medicine,general_info,1.0,,,alternative medicine
how to treat muscle pain,disease_prediction,1.0,,muscle pain,
sleep apnea cure,disease_prediction,1.0,,sleep apnea,
sudden diabetes,disease_prediction,1.0,,diabetes,
badama taila in herbal medicine,herb_benefits,1.0,badama taila,,
I'm experiencing dry eyes,disease_prediction,1.0,,dry eyes,
mahishi dugdha for natural healing,herb_benefits,1.0,mahishi dugdha,,
treatment for vomiting,disease_prediction,1.0,,vomiting,
basti wisdom,general_info,1.0,,,basti
recovering from hot flashes,disease_prediction,1.0,,hot flashes,
how does kshirabala thailam help,herb_benefits,1.0,kshirabala thailam,,
permanent cure for dry eyes,disease_prediction,1.0,,dry eyes,
dealing with blurred vision,disease_prediction,1.0,,blurred vision,
history of natural healing,general_info,1.0,,,natural healing
symptoms of gastritis,disease_prediction,1.0,,gastritis,
azadirachta for natural healing,herb_benefits,1.0,azadirachta,,
learning nutrition,general_info,1.0,,,nutrition
mind-body connection explained,general_info,1.0,,,mind-body connection
investigating tejas,general_info,1.0,,,tejas
healing itching,disease_prediction,1.0,,itching,
I'm experiencing fatigue,disease_prediction,1.0,,fatigue,
meditation approach,general_info,1.0,,,meditation
danti moola effects,herb_benefits,1.0,danti moola,,
simhamoola properties,herb_benefits,1.0,simhamoola,,
investigating constitution,general_info,1.0,,,constitution
vomiting treatment,disease_prediction,1.0,,vomiting,
shirodhara principles,general_info,1.0,,,shirodhara
healing fatigue,disease_prediction,1.0,,fatigue,
introduction to body type,general_info,1.0,,,body type
define kapha,general_info,1.0,,,kapha
rasa science,general_info,1.0,,,rasa
alternative medicine for irregular periods,disease_prediction,1.0,,irregular periods,
controlling itching,disease_prediction,1.0,,itching,
how to use kusha,herb_benefits,1.0,kusha,,
irregular periods treatment,disease_prediction,1.0,,irregular periods,
why is siddha makardhwaj healthy,herb_benefits,1.0,siddha makardhwaj,,
therapeutic value of drakshadi kwath,herb_benefits,1.0,drakshadi kwath,,
introduction to circulation,general_info,1.0,,,circulation
symptoms of gas,disease_prediction,1.0,,gas,
studying dosha,general_info,1.0,,,dosha
gambhari health effects,herb_benefits,1.0,gambhari,,
panchamahabhutas tradition,general_info,1.0,,,panchamahabhutas
quick relief from brain fog,disease_prediction,1.0,,brain fog,
what makes changeri ghrita beneficial,herb_benefits,1.0,changeri ghrita,,
origin of basti,general_info,1.0,,,basti
science behind wellness,general_info,1.0,,,wellness
harmony theory,general_info,1.0,,,harmony
overview of tejas,general_info,1.0,,,tejas
circulation knowledge,general_info,1.0,,,circulation
principles of prabhava,general_info,1.0,,,prabhava
what is kshirabala thailam good for,herb_benefits,1.0,kshirabala thailam,,
remedy for weakness,disease_prediction,1.0,,weakness,
surana for natural treatment,herb_benefits,1.0,surana,,
kottamchukkadi thailam natural medicine,herb_benefits,1.0,kottamchukkadi thailam,,
therapeutic applications of madhu,herb_benefits,1.0,madhu,,
balance methodology,general_info,1.0,,,balance
vikriti theory,general_info,1.0,,,vikriti
herbal properties of prativisha,herb_benefits,1.0,prativisha,,
natural treatments for cuts,disease_prediction,1.0,,cuts,
dosha methodology,general_info,1.0,,,dosha
constant menstrual cramps,disease_prediction,1.0,,menstrual cramps,
introduction to abhyanga,general_info,1.0,,,abhyanga
virya system,general_info,1.0,,,virya
non-toxic remedy for abdominal pain,disease_prediction,1.0,,abdominal pain,
kurabaka natural medicine,herb_benefits,1.0,kurabaka,,
sthuneyaka in traditional medicine,herb_benefits,1.0,sthuneyaka,,
mahasudarshan churna for health,herb_benefits,1.0,mahasudarshan churna,,
researching mind-body connection,general_info,1.0,,,mind-body connection
non-toxic remedy for cough,disease_prediction,1.0,,cough,
therapeutic value of aragvadhadi kwath,herb_benefits,1.0,aragvadhadi kwath,,
managing dizziness,disease_prediction,1.0,,dizziness,
agnitundi vati natural medicine,herb_benefits,1.0,agnitundi vati,,
panchamahabhutas concepts,general_info,1.0,,,panchamahabhutas
virya explained,general_info,1.0,,,virya
bhringraj natural medicine,herb_benefits,1.0,bhringraj,,
healing bronchitis,disease_prediction,1.0,,bronchitis,
treatment for cold,disease_prediction,1.0,,cold,
studying virya,general_info,1.0,,,virya
why is chitraka moola healthy,herb_benefits,1.0,chitraka moola,,
benefits and uses of kanmad bhasma,herb_benefits,1.0,kanmad bhasma,,
information about chavika,herb_benefits,1.0,chavika,,
researching body type,general_info,1.0,,,body type
medicinal properties of kalamba,herb_benefits,1.0,kalamba,,
help with stomach ache,disease_prediction,1.0,,stomach ache,
natural benefits of jatyadi taila,herb_benefits,1.0,jatyadi taila,,
advantages of dhataki,herb_benefits,1.0,dhataki,,
discovering malas,general_info,1.0,,,malas
mild abdominal pain,disease_prediction,1.0,,abdominal pain,
mukta pishti for wellness,herb_benefits,1.0,mukta pishti,,
natural benefits of bharangi,herb_benefits,1.0,bharangi,,
I'm suffering from eye strain,disease_prediction,1.0,,eye strain,
energy knowledge,general_info,1.0,,,energy
benefits of prabhava,general_info,1.0,,,prabhava
ayurvedic benefits of gotu kola,herb_benefits,1.0,gotu kola,,
detoxification principles,general_info,1.0,,,detoxification
tell me about nutrition,general_info,1.0,,,nutrition
shringyadi churna medicinal uses,herb_benefits,1.0,shringyadi churna,,
controlling headache,disease_prediction,1.0,,headache,
safe treatment for weakness,disease_prediction,1.0,,weakness,
what are the principles of srotas,general_info,1.0,,,srotas
fundamentals of virechana,general_info,1.0,,,virechana
recovering from stomach ache,disease_prediction,1.0,,stomach ache,
karmaranga natural medicine,herb_benefits,1.0,karmaranga,,
philosophy of gunas,general_info,1.0,,,gunas
I'm suffering from eye strain,disease_prediction,1.0,,eye strain,
medicinal value of nirgundi,herb_benefits,1.0,nirgundi,,
introduction to yoga,general_info,1.0,,,yoga
vata wisdom,general_info,1.0,,,vata
traditional cure for allergies,disease_prediction,1.0,,allergies,
karpasa in traditional medicine,herb_benefits,1.0,karpasa,,
shilajit for wellness,herb_benefits,1.0,shilajit,,
information about detoxification,general_info,1.0,,,detoxification
what is patola good for,herb_benefits,1.0,patola,,
medicine for dandruff,disease_prediction,1.0,,dandruff,
balance perspective,general_info,1.0,,,balance
tingling cure,disease_prediction,1.0,,tingling,
kottamchukkadi thailam natural medicine,herb_benefits,1.0,kottamchukkadi thailam,,
understanding agni,general_info,1.0,,,agni
basti explained,general_info,1.0,,,basti
natural benefits of bharangi,herb_benefits,1.0,bharangi,,
medicinal effects of aranya jeeraka,herb_benefits,1.0,aranya jeeraka,,
introduction to nutrition,general_info,1.0,,,nutrition
what is constitution,general_info,1.0,,,constitution
medicinal effects of tumburu,herb_benefits,1.0,tumburu,,
lasunadi vati for health,herb_benefits,1.0,lasunadi vati,,
medicinal properties of tumburu,herb_benefits,1.0,tumburu,,
preventing fever,disease_prediction,1.0,,fever,
how to treat stomach ache,disease_prediction,1.0,,stomach ache,
medicinal applications of narikela,herb_benefits,1.0,narikela,,
diagnosis of depression,disease_prediction,1.0,,depression,
vata system,general_info,1.0,,,vata
what does amrita ghrita do,herb_benefits,1.0,amrita ghrita,,
rasnairandadi kwath nutritional benefits,herb_benefits,1.0,rasnairandadi kwath,,
herbal properties of tila taila,herb_benefits,1.0,tila taila,,
introduction to pitta,general_info,1.0,,,pitta
natural benefits of manjistha,herb_benefits,1.0,manjistha,,
vata system,general_info,1.0,,,vata
tagar benefits,herb_benefits,1.0,tagar,,
learn about tejas,general_info,1.0,,,tejas
importance of constitution,general_info,1.0,,,constitution
persistent night sweats,disease_prediction,1.0,,night sweats,
severe sneezing,disease_prediction,1.0,,sneezing,
stress cure,disease_prediction,1.0,,stress,
science behind gunas,general_info,1.0,,,gunas
what is saptadhatu,general_info,1.0,,,saptadhatu
I experience snoring,disease_prediction,1.0,,snoring,
controlling sinusitis,disease_prediction,1.0,,sinusitis,
I'm suffering from oily skin,disease_prediction,1.0,,oily skin,
vajra bhasma for natural healing,herb_benefits,1.0,vajra bhasma,,
sudden chest pain,disease_prediction,1.0,,chest pain,
traditional uses of andrographis,herb_benefits,1.0,andrographis,,
what makes kushmanda avaleha beneficial,herb_benefits,1.0,kushmanda avaleha,,
energy knowledge,general_info,1.0,,,energy
how to use kusha,herb_benefits,1.0,kusha,,
amalaki rasayana therapeutic benefits,herb_benefits,1.0,amalaki rasayana,,
saptadhatu principles,general_info,1.0,,,saptadhatu
what causes hair loss,disease_prediction,1.0,,hair loss,
virechana theory,general_info,1.0,,,virechana
guide to basti,general_info,1.0,,,basti
ayurvedic benefits of utpala,herb_benefits,1.0,utpala,,
properties of ushtra dugdha,herb_benefits,1.0,ushtra dugdha,,
bijapura natural medicine,herb_benefits,1.0,bijapura,,
medicinal applications of shunthi,herb_benefits,1.0,shunthi,,
health properties of manjisthadi kwath,herb_benefits,1.0,manjisthadi kwath,,
dealing with allergies,disease_prediction,1.0,,allergies,
what is shigru good for,herb_benefits,1.0,shigru,,
traditional uses of kaharuba pishti,herb_benefits,1.0,kaharuba pishti,,
medicinal effects of sphatika bhasma,herb_benefits,1.0,sphatika bhasma,,
symptoms of brain fog,disease_prediction,1.0,,brain fog,
uses of hinguleshwar ras,herb_benefits,1.0,hinguleshwar ras,,
ear pain cure,disease_prediction,1.0,,ear pain,
panchamahabhutas theory,general_info,1.0,,,panchamahabhutas
science behind agni,general_info,1.0,,,agni
what makes meshashringi beneficial,herb_benefits,1.0,meshashringi,,
home remedy for nausea,disease_prediction,1.0,,nausea,
dhatus system,general_info,1.0,,,dhatus
effective treatment for sleep disorders,disease_prediction,1.0,,sleep disorders,
information about herbal medicine,general_info,1.0,,,herbal medicine
curcuma remedy uses,herb_benefits,1.0,curcuma,,
what is tumburu good for,herb_benefits,1.0,tumburu,,
what are the benefits of ksheera,herb_benefits,1.0,ksheera,,
information about suranjana,herb_benefits,1.0,suranjana,,
chyawanprash effects,herb_benefits,1.0,chyawanprash,,
information about mahamarichyadi taila,herb_benefits,1.0,mahamarichyadi taila,,
controlling depression,disease_prediction,1.0,,depression,
nag bhasma therapeutic benefits,herb_benefits,1.0,nag bhasma,,
virechana perspective,general_info,1.0,,,virechana
remedy for sore throat,disease_prediction,1.0,,sore throat,
how does herbal medicine work,general_info,1.0,,,herbal medicine
dosha knowledge,general_info,1.0,,,dosha
therapeutic applications of narikela jala,herb_benefits,1.0,narikela jala,,
gandharvahastadi kashayam medicinal uses,herb_benefits,1.0,gandharvahastadi kashayam,,
benefits of constitution,general_info,1.0,,,constitution
ama approach,general_info,1.0,,,ama
examining prabhava,general_info,1.0,,,prabhava
learning holistic health,general_info,1.0,,,holistic health
basics of virechana,general_info,1.0,,,virechana
detoxification theory,general_info,1.0,,,detoxification
fundamentals of panchakarma,general_info,1.0,,,panchakarma
kapikachhu for health improvement,herb_benefits,1.0,kapikachhu,,
learn about dosha,general_info,1.0,,,dosha
treatment for chronic fatigue,disease_prediction,1.0,,chronic fatigue,
kalyanaka ghrita remedy uses,herb_benefits,1.0,kalyanaka ghrita,,
gambhari phala therapeutic benefits,herb_benefits,1.0,gambhari phala,,
gairika medicinal uses,herb_benefits,1.0,gairika,,
I feel indigestion,disease_prediction,1.0,,indigestion,
cures for restless legs,disease_prediction,1.0,,restless legs,
importance of meditation,general_info,1.0,,,meditation
temperament practice,general_info,1.0,,,temperament
natural healing explained,general_info,1.0,,,natural healing
healing power of guduchi,herb_benefits,1.0,guduchi,,
medicinal effects of tumburu,herb_benefits,1.0,tumburu,,
healing psoriasis,disease_prediction,1.0,,psoriasis,
persistent sleep apnea,disease_prediction,1.0,,sleep apnea,
cuts treatment,disease_prediction,1.0,,cuts,
remedy for wounds,disease_prediction,1.0,,wounds,
therapeutic value of vidari,herb_benefits,1.0,vidari,,
remedy for nausea,disease_prediction,1.0,,nausea,
persistent inflammation,disease_prediction,1.0,,inflammation,
advantages of murivenna,herb_benefits,1.0,murivenna,,
introduction to panchamahabhutas,general_info,1.0,,,panchamahabhutas
what makes palankya beneficial,herb_benefits,1.0,palankya,,
recurring brain fog,disease_prediction,1.0,,brain fog,
sphatika bhasma therapeutic benefits,herb_benefits,1.0,sphatika bhasma,,
metabolism wisdom,general_info,1.0,,,metabolism
holistic treatment for muscle pain,disease_prediction,1.0,,muscle pain,
importance of srotas,general_info,1.0,,,srotas
sthuneyaka in traditional medicine,herb_benefits,1.0,sthuneyaka,,
uses of suranjana,herb_benefits,1.0,suranjana,,
persistent hot flashes,disease_prediction,1.0,,hot flashes,
metabolism explained,general_info,1.0,,,metabolism
remedy for cough,disease_prediction,1.0,,cough,
role of abhyanga,general_info,1.0,,,abhyanga
amalaki rasayana therapeutic benefits,herb_benefits,1.0,amalaki rasayana,,
dealing with allergies,disease_prediction,1.0,,allergies,
I'm suffering from gastritis,disease_prediction,1.0,,gastritis,
medicinal applications of manibhadra guda,herb_benefits,1.0,manibhadra guda,,
how to treat hearing problems,disease_prediction,1.0,,hearing problems,
medicinal applications of parijata,herb_benefits,1.0,parijata,,
tell me about abhyanga,general_info,1.0,,,abhyanga
ayurveda understanding,general_info,1.0,,,ayurveda
how to treat oily skin,disease_prediction,1.0,,oily skin,
how does kasamarda help,herb_benefits,1.0,kasamarda,,
therapeutic value of amlaparni,herb_benefits,1.0,amlaparni,,
why use svalpa khadiradi vati,herb_benefits,1.0,svalpa khadiradi vati,,
tagar uses,herb_benefits,1.0,tagar,,
circulation knowledge,general_info,1.0,,,circulation
dealing with gas,disease_prediction,1.0,,gas,
dealing with morning sickness,disease_prediction,1.0,,morning sickness,
natural treatment for sleep apnea,disease_prediction,1.0,,sleep apnea,
healing burns,disease_prediction,1.0,,burns,
therapeutic applications of madhu,herb_benefits,1.0,madhu,,
panchamahabhutas wisdom,general_info,1.0,,,panchamahabhutas
advantages of rasnairandadi kwath,herb_benefits,1.0,rasnairandadi kwath,,
persistent runny nose,disease_prediction,1.0,,runny nose,
what is natural healing,general_info,1.0,,,natural healing
sudden chest pain,disease_prediction,1.0,,chest pain,
I've got bruising,disease_prediction,1.0,,bruising,
permanent cure for bronchitis,disease_prediction,1.0,,bronchitis,
investigating virechana,general_info,1.0,,,virechana
overview of malas,general_info,1.0,,,malas
treatment for sprains,disease_prediction,1.0,,sprains,
chronic mood swings,disease_prediction,1.0,,mood swings,
holistic treatments for stomach ache,disease_prediction,1.0,,stomach ache,
understand prana,general_info,1.0,,,prana
alternative medicine practice,general_info,1.0,,,alternative medicine
